full_text,kelas
@Mohtar_kesuma @ProfOnline_id ee NGACA LU...siapa yg bikin kerusakan dibumi ini MANUSIA IBLIS dr JAJIRAH ARAB BENGGOLAN KERUSUHAN DUNIA krn MENTAL MIND SET ISLAM yg primitif barbar biadab justru YAHUDI ISRAEL bnyk sex membawa kebaikan u/DUNIA BRO sjk kpn JANJI ALLAH STW abal berlaku u/ORG YAHUDI ISRAEL,Negatif
@aguspra57046210 @Tita83079013 @jokowi @Menlu_RI Biadab kau anjing indonesia bukan negara mayoritas . Biarpun mayoritas islam indonesia bukan negara islam . Islam itu agama yg penuh dgn kejahatan . Lihat saja tiap hari apa yg terjadi . Anda mau menjadi malaekat tapi krjahatanmu berlimpah tuah . Dasar manusia setan .,Negatif
@jonnypengacara Umat si nabi cabul ga ngaca mereka lbh biadab kpd kristen org berdoa malah diserang ditusuk ga ngaca bagaimana perlakuan mereka ke kristen Hny kristen goblok yg berpihak sama palestina aplagi dr katolik masih byk yg memihak islam,Negatif
Makin hari makin kurang ajar para pejab4t dan mafia biadab set4n perusak negara !!! Demi ALLAH !!! Wahai para pemuda Islam siapkan kau punya senjata manakala ada panggilan jihad kita siap lawan ALLAHHU AKBAR !!! Kejar pelaku K EM LI MAPULUH !!!,Negatif
@zer0failed Kalo Islam udah dibilang Radikal KNTOL memang,Negatif
@Maeyaagustina Perusak Islam dasar biadab !,Positif
@jonnypengacara Akun kafir biadab ini pembenci umat islam,Negatif
@luthfiRakhman84 @dediapmin Ucapanmu sangat biadab itu tidak mewakili Islam. Menjijikkan sekali punya saudara Islam mulutnya lebih busuk dari kotoran babi,Positif
@jonnypengacara @AlidoRicky Gmn akal sehat Ente ? Zionist IsraHELL bukannya melakukan Kekerasan lagi tapi PEMBANTAIAN GENOICIDA dgn BIADAB dan Ente bilang pro Zionist IsraHELL tapi bukan pro Kekerasan.. mana ada yg percaya bukannya ente dukung Israel krn korbannya Umat Islam Palestina ?,Positif
Coba cermati &amp; elaborasi kalimat Si Abu GOBLOK yg juga tertampak cenderung SARAF ini - yaitu Pendukung Palestina ini bensr2 semakin biadab ya - padahal sesuai faktanya Pemerintah NKRI &amp; juga Umat Islam Indonesia adalah MENDUKUNG SEPENUHnya Perjuangan Kemerdekaan Palestina.!!!!!,Positif
@talangijoo Agamanya islam ya.. kok jahat? Org ga salah lg minum kopi dipukuli atas nama Palestina.. biadab!,Negatif
@Sarcofagus12 @VKunyuk Tidak ada adabnya dan tidak ada hukumnya. Islam membuat muslim jadi biadab. Islam bukan agama damai! Baca ini https://t.co/B9ImkqK5uw,Negatif
@jonnypengacara @Asyassa__gumara @Me31324567Me Yg di rugikan umat Islam kenapa kaum Paulus yg panas? Beda sama koruptor2 kelas kakap yg makan duit negara ratusan eh ribuan triliun itu lho padahal umat numpang tapi kelakuan biadab ,Negatif
@kegblgnunfaedh gw yakin bgt di belakang mereka ga merasa bersalah pasti malah ngejelek jelekin Indonesia Islam sm Palestina. wkwkwk bocah medelan begini banyak di lingkungan gw dan gw faham kelakuan mereka batu bak biadab,Negatif
@tvOneNews Kalau terjadi semacam itu karena ada pendukung yang benci Islam apalagi umat muslim Indonesia banyak yang membela pelistina Siapa yang salah guru lembaga pendidikan atau orang? yahudi -Israel bangsa biadab dan tak berperikemanusiaan yang dibela semua orang tau biasanya,Negatif
@sakkusaitna Kurang biadab apalagi ustad ini mendiskreditkan islam dengan persepsi liarnya sendiri ,Negatif
ISLAM SEDUNIA MERAYAKAN pada 7 Okt 2023 warga teroris Gaza berhasil membantai anak2 Israel menembak mati seorang gadis dari jarak nol meskipun sudah mohon2 belas kasihan. Benar2 sadis dan biadab. Muslim ajak protes Israel demi kemanusiaan. Sinting! https://t.co/lEKf6e3R1L,Negatif
7 Okt 2023 ISLAM SEDUNIA TURUT MERAYAKAN berhasilnya warga teroris Gaza menyiksa bakar hidup2 perkosa culik penggal dan bantai warga Israel (bayi2 &amp;anak2 kecil perempuan2 orang2 muda dan orang2 tua) secara sadis biadab tanpa belas kasihan. https://t.co/dubjezfFgs,Negatif
@Tita83079013 Saya yakin si setan Yahya ini sebentar lagi akan mati ditangan Israel. Sebenernya kasian warga Palestina yg tidak mau perang dan mereka hanya jadi tumbal Hamas untuk mengeruk uang umat Islam dan mencari simpati dengan menjual penderitaan warga Palestina. Hamas biadab!,Negatif
Mereka tau apa yang terjadi di Gaza tapi mereka tak punya nurani kemanusiaan dan sudah terdoktrin untuk membenci Islam dan membela zionis Israel biadab. Mereka bodoh secara literasi &amp; tuna kemanusiaan.,Positif
@Hasby21834910 @bbrbah @sitikusminik Dari perkataan mana gw membela orang yg melakukan tindakan biadab?? Coba tunjukkan faktanya klo lu islam jangan gemar menuduh dan memfitnah. Lu klo islam paham kan klo itu dosa besar?!,Negatif
@princeyoyol @heyizwanizzat @hadjemilin @MALAYSIAVIRALLL Itu bukan bertarung itu cuma biadab. Patut la umat islam lemah budaya biadab pun dia boleh anggap sebagai bertarung ,Negatif
@PelatihT1dur Si biadab ini ngaku agamanya islam sedikitpun tidak memiliki rasa persaudaraan seiman yg dia selalu dibelanya kafir laknatullah apalagi si genosida yahudi mati2an dibela saudara seimannya digaza tewas mungkin didoaknnya jngn berikn kemerdekaan,Negatif
@Sasha9676646625 @p3h2022 @SammiSoh disana konflik perang yang jelas banyak korban banyak kehancuran! nah di indonesia bukan konflik perang tapi dengan sangat biadab n brutal membom gereja oleh orang islam.,Negatif
@bnsphrxyzzz @KoplokKuya Itu baru yg kecil apalagi kafir yg udah dewasa mereka semua sama ingin menjatuhkan Islam mereka itu munafik dan biadab,Negatif
@sapunyere__ Mereka didik oleh orang tua mereka untuk bertingkah biadab di tengah mayoritas penduduk Indonesia yang beragama Islam ini. ,Negatif
@vvnjrdnn @cjsserang @vanc1Bozz Cukup jadi manusia agar mengerti tentang Palestina .biadab Lo anjing ..ini tentang kemanusiaan bukan lagi tentang agama .di sana bukan agama Islam aja diaana juga ad agama Nasrani yg di basmi oleh Israel anjing .punya hati dikit napa babiiii ..,Positif
@realmindividual @a3j4s7 Ya tidak org adaptif adalah org yg cerdas..bagaimana dia bisa bertahan krn punya Social skill yg Mumpuni.. Lain sama Islam minta Ditampung tapi Suka Buat Rusuh di negara Penampung itu namanya Gak tau diri itu Bangsat Biadab.. https://t.co/ot1YNdyib4,Negatif
@AriefOpg @emiscrops @callofduty1205 @bayuamus Kristen banyak cabangnya. Tapi kitab mreka satu yaitu Injil. Cuman kristen yg dibuatkan dua tempat ibadah khusus untuk mreka di IKN. Sdgkn umat islam yg banyak cabangnya hany dibuatkan satu masjid. Tapi knpa mreka slalu berbuat nirempati dan biadab seperti itu?,Negatif
Biadab! Basmi sampah masyarakat intoleran dan tidak menghormati umat islam dan para umatnya! Inilah tindakan terorisme yg sebenarnya. Aparat Pemerintah dimana kalian?,Positif
@talangijoo Goblok biadab anjing Taik keparat jahanam pemgecut kutu kumpret!! yahudi pesek Penulis gila ini cuma berusaha memurtadkan padahal sdh jelas selama 1500 th islam semakin terbukti kebenarannya kasihan dia semakin edan dg cerita karangannya yg tdk jelas.... kasihan de lu iblis,Negatif
@Valhallaah Terserah km blg mengenai islam yg penting tdk mengganggu agamamu dsr kafir biadab km itu ,Positif
@talangijoo Goblok biadab anjing Taik keparat jahanam pemgecut kutu kumpret!! yahudi pesek ..... Penulis gila ini cuma berusaha memurtadkan padahal sdh jelas selama 1500 th islam semakin terbukti kebenarannya kasihan dia semakin edan dg cerita karangannya yg tdk jelas.... kasihan de lu,Negatif
@tumim_urim @AsbabulKopi @MunimSirry Itu ayat perang Muslim diijinkan berperang ketika berperang tapi tidak boleh melampaui batas. Saat perang ngga boleh membunuh orang tua anak anak perempuan hewan merusak tumbuhan tempat ibadah. Coba bandingkan perang Kresten vs Islam beda kelas ya Biadab vs Beradab https://t.co/6an7p13wO9,Positif
@Narasi_winda selama beratus2 tahun yahudi itu selalu mengalah dengan kekejaman islam mereka tidak pernah melawan kalau kampung nya dibakar pasukan muslim tapi belajar dari sejarah semakin mengalah muslim semakin membabi buta dan biadab skrg mereka membalas spt yg muslim lakukan dulu.,Negatif
@vanc1Bozz Amat biadab! Cari sampai ketemu dan rejam dwngan batu. Ayuh saudara Islam ku,Negatif
@kimjancokk @AyaniMel islam tdk mengajarkan menjadi biadab. ? Baik saya setuju saja dulu klaim kamu yg ini.meskipun agamanya tdk mengajarkan untuk biadab tapi faktanya banyak penganutnya yg biadab.dan orang yg tdk punya atau tdk percaya tuhan itu banyak yg beradab.,Negatif
@blumewatch @cunizipizi @cingreborn Cuma dinegara ini zipes penjilat pantat Israel bebas membacot jka DiMalaysia sana udah dipersekusi ini zipes bangsat hran aku liat ketololan segelintir muslim munafik yg sok toleransi.pdahal orang yg mreka tolerin itu pembenci Islam yg jka mayoriras pasti lbih biadab dri Israel.,Negatif
Biadab emang yg bikin jokes2 kyk gini g ada empatinya. Skdar ngingetin kita sebagai umat islam jg klo mau boikot pke cara2 elegan cara2 yg benar sesuai syariat jgn boikot pke cara bar2 jg. Apa beda klo gtu dg org2 yg ngejokes g ngotak. Tunjukin Asian value kita g kyk org2 itu. https://t.co/q93eZpTpKc,Positif
@kimjancokk @AyaniMel Menurutmu penganut islam tdk ada yg biadab ?,Positif
@NikRaVen56829 @Bang_guffy @hanityo Orang-orang PKI di Pati udah pada dibantai sama manusia biadab di sana terutama oleh Ormas Islam dan TNI. Makanya sampe sekarang masih biadab kelakuan mereka.,Negatif
@DrEvaChaniago Kelakuan manusia biadab melecehkan Islam dan budaya Minang kelakuan mereka mengundang bencana di ranah Minang,Positif
@Andreas130869 @ProfOnline_id Kaum pengikut Iblish dan Syetan selalu memprovokasi Umat Islam... nanti kalo Kitab Sucimu di senggol dan di tafsirkan secara detail Teriak2 ikut lompat pagar dan menghina Kitab Suci..Sebenarnya yang Biadab daan Ngeles siapa ? Apa harus bedah Kitab Sucimu dgn Al Qur'an Berani ,Negatif
Org bukan Melayu puluh tahun duduk Malaysia masih tak pandai BM. Org Islam lahir dari perut Islam berpuluh tahun biadab dgn Tuhan menipu makan rasuah mengumpat memfitnah memecah belah dengki khianat menghasut dsbnya..,Negatif
@goodvibes4u2c @mkini_bm @razmin_afifi Makin terserlah anjing kurap PN @goodvibes4u2c makin mentally &amp; emotionally unstable tetiba mak orang dihinanya. Oh ye la ko kan benci pada ajaran Islam sebab ko nak umat Islam ikut ajaran PAS yg utamakan sikap biadab https://t.co/J56YEZdZJg,Negatif
@dhemit_is_back Biadab bar bar dan tidak punya nurani jangan2 ini daerah yang suka ngasih sesajen atau pesugihan atau penganut Islam wanipiro. Luar biasa sadis Muslim yg taat beragama pasti tidak berani melakukan hal seperti ini.,Positif
Apa yg di lakukan mrk di sana memang sgt biadab tdk berperikemanusiaan.Hanya butuh Manusia yg berakhlak mulia mempunyai jiwa berperikemanusiaan&amp;peduli sesama yg bisa paham dg boykot.Sygnya diðŸ‡®ðŸ‡©Rakyatnya beragama Islam plg bnyk didunia ttp gerai diatas ramai tdk spt di Negara lain,Positif
@erlanishere Iya pastilah persembahan buat ibunya wong ibunya jg iblis betina lahir anak iblis makanya persembahannya sadis yg membela kaum biadab ini hanya individu pembenci Islam alias islamopobia sebagian dr agama lain msh mengecam kebiadaban iblis Israel ini,Negatif
@GlobeEyeNews KKKOOOONNNTTTTOOOOLLLL AYOKLAH UMAT ISLAM KITA RATAKAN ISRAELLL BIADAB INI ,Positif
@Eurusss_Holmes @AmbarwatiRexy Lah yg ngomong di video itu muslim. Memri tv cuma menterjemahkan apa omongan muslim2 dan ustadz2. Lah kok dicap sebagai menyudutkan islam?? Kalau memang ajarannya biadab dan gak manusiawi ya harus dikritisi bukan malah ditutup2i,Negatif
Pemandu e-hailing biadab hina Islam dan negara sedang diburu polis https://t.co/4YYO9vR0tu,Positif
@AKamjaya @Valhallaah Itulah bedanya orang kafir sm orang islam kalau kafir tdk punya empati bl ada terjd suatu musibah tp kalau orang islam punya hati dlm suatu musibah terjd biarpun itu yg dpt musibah orang kafir psti dibantu dan ditolong dsr kmkafir biadab keturunanmu,Positif
@talangijoo Kasihan Penulis gila ini cuma berusaha memurtadkan padahal sdh jelas selama 1500 th islam semakin terbukti kebenarannya kasihan dia semakin edan dg cerita karangannya yg tdk jelas.... kasihan de lu iblis....!!! Goblok biadab anjing Taik keparat jahanam pemgecut kutu kumpret!!,Positif
@ihsannurman @MUIPusat @cholilnafis Islam juga boleh datang ke gereja tiap saat asal jangan tenteng Bom utk ngebom gereja!! Dasar Agama Terrorist Biadab!!!,Negatif
@ForYou377515 Biadab bener mana pake emosi gitu entu mahluk nyeritainny...emosi saking kagak bisa ngehilangin situs Islam gitu?? ..ya dikata dia siapa sok ngerasa jd Tuhan trus.tks for explain sist ,Negatif
@tanyarlfes Iqdam memang sangat biadab modal bacot dia cari ke untungan dari agama Islam,Positif
@talangijoo Penulis gila ini cuma berusaha memurtadkan padahal sdh jelas selama 1500 th islam semakin terbukti kebenarannya kasihan dia semakin edan dg cerita karangannya yg tdk jelas.... kasihan de lu iblis....!!! Goblok biadab anjing Taik keparat jahanam pemgecut kutu kumpret!! yahudi,Positif
@GloryHunterrss @g_dawg46 @anamazingbali Emang seberapa biadab Islam di Indonesia dibandingkan dengan Hindu di India?,Positif
@Tita83079013 Wahai bangsat pembenci Islam dan provokator rasis jangan cuma ambil sepotong (baca lengkap dr media https://t.co/VIHmY4wfZ0 yg kamu potong judulnya). Dasar bangsat biadab â€¼ï¸ https://t.co/4qRkd6Razd,Positif
@mx00711 @sakkusaitna @Tita83079013 @agama_nusantara @BayuAngora @spektrumku @Valhallaah @Jelantik5 @bnsphrxyzzz @RefublikAteis @helenr1903 @PaijoKhentir @_chris_ting_ Ini syariat Islam yg muslim idam2kan jadi hukum negara. Anak wedoknya ga boleh sekolah. Ajaran dan hukum barbar biadab.,Negatif
@Tita83079013 Tapi yg uclim bantai dengan tuduhan sbg PKI malah orang pribumi non Islam... Padahal otaknya (pemimpin PKI saat itu) adalah seorang muslim yg taat. Biadab bgt uclim Taliban pesek.,Negatif
@NusantaraSaja Lo manusia apa setan biadab anjing. oke nggk usah bahas sejarah gua tanya sama lo kira2 lo lihat anak2 korban di palestina kasian apa kaga lo iba atau tidak hah bangsat..Kalau emg lo tidak kasian lo benar2 setan anjing biadab. Tidak usah jd siapa2 atau jd islam cukup jd manusia,Positif
@VividProwess Orang islam kejam.karna mereka tau tatakerama dalam berperang mereka tidak ngebom rumah sakit masjid sekolah anak anak dan perempuan sedang kan IDF biadab seperti itu ini contoh nya https://t.co/Fw7e8zE7EI,Positif
@Arixmaestro @AntarticaSnowWW Yg biadab justru pemimpin pemimpin negara islam mereka takut mati mereka takut hidup susah kalau ikut berjuang bersama saudaranya seiman.,Negatif
Ulama Afganistan ini serukan umat Islam hrs bersikap keras &amp; kejam thdp non-muslim. Ia berkata: Muslim yg suam2 kuku atau lemah yg tdk mau membunuh orang kafir bukanlah muslim Jika suatu agama membuat anda menjadi lebih buruk dari sblm beragama maka tinggalkan agama biadab tsb,Positif
ISLAM SEDUNIA TURUT MERAYAKAN pada 7 Okt 2023 warga teroris Gaza berhasil siksa bakar hidup2 perkosa culik penggal dan bantai warga Israel (bayi2 &amp;anak2 kecil perempuan2 orang2 muda dan orang2 tua) secara sadis biadab tanpa belas kasihan. https://t.co/dubjezfFgs,Negatif
@MalaysiaGazette Buruk attitute budak ni.. kecik2 dah diajar jadi baran dan biadab,Negatif
@Valhallaah Kok panas kau njknk.inikan ajaran islam.bukan ajaran agama biadab kalian.,Negatif
Sampai saat ini saya percaya dan sangat meyakini bahwa Islam itu diturunkan pada manusia untuk menciptakan kedamaian dan kesejahteraan bagi semesta alam. Bahwa amat banyak hal-hal aneh keji dan biadab dilakukan oleh manusia dengan mengatas-namakan Islam itu sangat mungkin ,Positif
@SmudgeStan Islam MELARANG PERBUATAN YG TAK BERADAB ALIAS BIADAB. Itu sih intinya. Soal beginian ini kan soal adab tuh. Adab mempunyai malu dan menghormati rasa malu org lain.,Positif
@detikcom @detikHikmah ini kerja para manusia munafik dan penjilat2 yg ingin tunjukkan pembelaannya kepada rezim biadab. Padahal bagi umat islam mmg haram menyebut2 salam agama lain.,Positif
@INDONESIAPERKS4 @Matahari_tmr Dimana bukti Kalau itu fasilitas publik? apakah ada banyak Orang Yg lewat?? Tdk ada kerumunan orang di sekitar itu Bisa Jadi itu di taman Yg sepi terus ada manusia BIADAB lewat karena benci Dgn Islam terus melakukan kebiadaban.,Negatif
 *Baru ketahuan kenapa selama ini PBNU Mingkem dan bisu terhadap pembantaian warga Palestina. Ternyata orang2 Munafik dan Pengkhianat Islam adalah pengurus PBNU itu sendiri. Biadab...!!!bia*ab https://t.co/tX0hCUbmHn,Negatif
@talangijoo KORBAN JIWA PERANG DUNIA KE II MENCAPAI KURANG LEBIH 50 JUTA JIWA YG PASTI PELAKUNYA BUKAN ORG YG BER AGAMA ISLAM... BETUL.. PAHAM.... MEREKA BIADAB SEKALI SEPERTI BINATANG BUAS PADAHAL AJARANYA MENGANJURKAN: KASIH SAYANG KASIHILAH ORG LAIN SEPERTI MENGASIHI DIRIMU SENDIRI..,Positif
ANTI Islam ANTI Kristen ANTI Budha ANTI Hindu ANTI Konghucu Itu prinsip biadab yg ga boleh berkembang di negeri ini. Untuk menjaga kerukunan ummat beragama di negeri ini prinsip keyakinan seperti tsb diatas itu harus dimatikan. Kelompok itu jgn sampai berkuasa di negeri ini !,Positif
Erdogan Desak Umat Islam Bersatu Melawan Israel Sebut Netanyahu Vampir Biadab https://t.co/e60StmfiTR,Positif
@Froyo64 @talangijoo hey anjing biadab elu gak mikir knp semakin byk yg islamophobia semakin byk yg benci Islam krn kebiadaban kalian? dasar umat biadab goblok,Negatif
@FarazPervaiz3 Ajaran Islam yang barbar biadab. Terkutuk,Negatif
@FarazPervaiz3 @bnsphrxyzzz Ajaran teroris Islam sangat biadab,Negatif
@38_radar @Narasi_winda Play victim blame victim. Islam yang biadab melakukan jihad menaklukkan Indonesia. Orang lain dituduh https://t.co/H9xdivDOJN,Negatif
@J_sajaa @agnezmo Benar sekali. Memang biadab mereka para teroris islam yg menjajah kongo sama seperti teroris belanda yg menjjah indonesia ,Negatif
@Lomo_simatupang @marth_p23 @erlanishere eh kocak lu kira palestina isinya orang islam doang? org kristen juga ada disana. mereka semua dibantai. semua tanpa terkecuali. yg lu bela dr org org biadab itu apa? apa yg lu banggain dr mereka? bahkan kaum lu jg dibantai sm mereka abis abisan. tobat deh kata gua mah,Positif
dua negara biadab. Entar balik dibom sama negara mayoritas muslim koar koar kalo umat islam itu teroris.,Negatif
@RTErdogan Saat ny negara Islam bersatu untuk menyerang Israel terorist biadab,Positif
Islam yang kaffah memang harus biadab,Negatif
@TimesAlgebraIND @AbdulGo35956941 Aku bukan umat Hindu tetapi di X aku pernah memposting tulisan yg menentang perbuatan biadab yg dilakukan oleh para pemuda muslim Pakistan hiperseks yg menculik anak perempuan Hindu India lalu kemudian para pemuda Islam tersebut memperkosanya secara bergiliran. ï¸,Negatif
@useemenothing @erinadq_ Ckckck mau lu keluarin bukti sampah lo itu tapi nyatanya Isnotreal itu udh ngusir palestinians dari tempat tinggal mereka sendiri sejak 1978 gausah gblk deh lu. Agama lu apa? Islam? Kristen? Jewish? Tlol sih lu kalo jadi bagian dari agama itu tapi masih dukung zion!st biadab.,Positif
