full_text,kelas,cleaned_text,lower_text,tokens,no_stopwords,stemmed_tokens,processed_text
@talangijoo Dan lucunya kalian para non Islam penghujat Islam. Kalian marah atas perbuatan biadab muslim Suriah diatas tapi dilain sisi kalian mengejek Allahnya umat Islam yg dianggap kejam krn menyiksa hambaNya yg berdosa di neraka. ,Negatif, Dan lucunya kalian para non Islam penghujat Islam Kalian marah atas perbuatan biadab muslim Suriah diatas tapi dilain sisi kalian mengejek Allahnya umat Islam yg dianggap kejam krn menyiksa hambaNya yg berdosa di neraka , dan lucunya kalian para non islam penghujat islam kalian marah atas perbuatan biadab muslim suriah diatas tapi dilain sisi kalian mengejek allahnya umat islam yg dianggap kejam krn menyiksa hambanya yg berdosa di neraka ,"['dan', 'lucunya', 'kalian', 'para', 'non', 'islam', 'penghujat', 'islam', 'kalian', 'marah', 'atas', 'perbuatan', 'biadab', 'muslim', 'suriah', 'diatas', 'tapi', 'dilain', 'sisi', 'kalian', 'mengejek', 'allahnya', 'umat', 'islam', 'yg', 'dianggap', 'kejam', 'krn', 'menyiksa', 'hambanya', 'yg', 'berdosa', 'di', 'neraka']","['lucunya', 'non', 'islam', 'penghujat', 'islam', 'marah', 'perbuatan', 'biadab', 'muslim', 'suriah', 'diatas', 'dilain', 'sisi', 'mengejek', 'allahnya', 'umat', 'islam', 'yg', 'dianggap', 'kejam', 'krn', 'menyiksa', 'hambanya', 'yg', 'berdosa', 'neraka']","['lucunya', 'non', 'islam', 'penghujat', 'islam', 'marah', 'perbuatan', 'biadab', 'muslim', 'suriah', 'diata', 'dilain', 'sisi', 'mengejek', 'allahnya', 'umat', 'islam', 'yg', 'dianggap', 'kejam', 'krn', 'menyiksa', 'hambanya', 'yg', 'berdosa', 'neraka']",lucunya non islam penghujat islam marah perbuatan biadab muslim suriah diata dilain sisi mengejek allahnya umat islam yg dianggap kejam krn menyiksa hambanya yg berdosa neraka
@raja_jumpalitan @tepig_pignite Baca juga mrk keberatan atas diselenggarakannya festival. Ga sekalian aja keberatan kalau ada non Islam bisa ibadah di kota mrk??? Makan dilarang ibadah dilarang.... Ckckckc. Biadab bgt uclim.,Negatif,  Baca juga mrk keberatan atas diselenggarakannya festival Ga sekalian aja keberatan kalau ada non Islam bisa ibadah di kota mrk Makan dilarang ibadah dilarang Ckckckc Biadab bgt uclim,  baca juga mrk keberatan atas diselenggarakannya festival ga sekalian aja keberatan kalau ada non islam bisa ibadah di kota mrk makan dilarang ibadah dilarang ckckckc biadab bgt uclim,"['baca', 'juga', 'mrk', 'keberatan', 'atas', 'diselenggarakannya', 'festival', 'ga', 'sekalian', 'aja', 'keberatan', 'kalau', 'ada', 'non', 'islam', 'bisa', 'ibadah', 'di', 'kota', 'mrk', 'makan', 'dilarang', 'ibadah', 'dilarang', 'ckckckc', 'biadab', 'bgt', 'uclim']","['baca', 'mrk', 'keberatan', 'diselenggarakannya', 'festival', 'ga', 'aja', 'keberatan', 'non', 'islam', 'ibadah', 'kota', 'mrk', 'makan', 'dilarang', 'ibadah', 'dilarang', 'ckckckc', 'biadab', 'bgt', 'uclim']","['baca', 'mrk', 'keberatan', 'diselenggarakannya', 'festiv', 'ga', 'aja', 'keberatan', 'non', 'islam', 'ibadah', 'kota', 'mrk', 'makan', 'dilarang', 'ibadah', 'dilarang', 'ckckckc', 'biadab', 'bgt', 'uclim']",baca mrk keberatan diselenggarakannya festiv ga aja keberatan non islam ibadah kota mrk makan dilarang ibadah dilarang ckckckc biadab bgt uclim
Sebelum adanya orang orang islam biadab ini masuk Eropa. Tingkat kekerasan sangat rendah bahkan ruangan penjara di Belanda kosong. Pak hakim &amp; pak jaksa &amp; pak pulisi juga pun pada nganggur. Begitu orang orang islam bangsat ini masuk Eropa. Tingkat kejahatan meningkat pesat.,Negatif,Sebelum adanya orang orang islam biadab ini masuk Eropa Tingkat kekerasan sangat rendah bahkan ruangan penjara di Belanda kosong Pak hakim amp pak jaksa amp pak pulisi juga pun pada nganggur Begitu orang orang islam bangsat ini masuk Eropa Tingkat kejahatan meningkat pesat,sebelum adanya orang orang islam biadab ini masuk eropa tingkat kekerasan sangat rendah bahkan ruangan penjara di belanda kosong pak hakim amp pak jaksa amp pak pulisi juga pun pada nganggur begitu orang orang islam bangsat ini masuk eropa tingkat kejahatan meningkat pesat,"['sebelum', 'adanya', 'orang', 'orang', 'islam', 'biadab', 'ini', 'masuk', 'eropa', 'tingkat', 'kekerasan', 'sangat', 'rendah', 'bahkan', 'ruangan', 'penjara', 'di', 'belanda', 'kosong', 'pak', 'hakim', 'amp', 'pak', 'jaksa', 'amp', 'pak', 'pulisi', 'juga', 'pun', 'pada', 'nganggur', 'begitu', 'orang', 'orang', 'islam', 'bangsat', 'ini', 'masuk', 'eropa', 'tingkat', 'kejahatan', 'meningkat', 'pesat']","['orang', 'orang', 'islam', 'biadab', 'masuk', 'eropa', 'tingkat', 'kekerasan', 'rendah', 'ruangan', 'penjara', 'belanda', 'kosong', 'hakim', 'amp', 'jaksa', 'amp', 'pulisi', 'nganggur', 'orang', 'orang', 'islam', 'bangsat', 'masuk', 'eropa', 'tingkat', 'kejahatan', 'meningkat', 'pesat']","['orang', 'orang', 'islam', 'biadab', 'masuk', 'eropa', 'tingkat', 'kekerasan', 'rendah', 'ruangan', 'penjara', 'belanda', 'kosong', 'hakim', 'amp', 'jaksa', 'amp', 'pulisi', 'nganggur', 'orang', 'orang', 'islam', 'bangsat', 'masuk', 'eropa', 'tingkat', 'kejahatan', 'meningkat', 'pesat']",orang orang islam biadab masuk eropa tingkat kekerasan rendah ruangan penjara belanda kosong hakim amp jaksa amp pulisi nganggur orang orang islam bangsat masuk eropa tingkat kejahatan meningkat pesat
Juga bisa di-simpulkan sbagai pelajaran keseharian bagi semua orang.. mengekploitasi manusia untuk secara masal melestarikan kedunguan dan kebencian dengan mengajak ikutan membenci manusia lain atau untuk berbuat jahat biadab.. Agama Islam Indonesia https://t.co/Kh0yftWkz1,Negatif,Juga bisa disimpulkan sbagai pelajaran keseharian bagi semua orang mengekploitasi manusia untuk secara masal melestarikan kedunguan dan kebencian dengan mengajak ikutan membenci manusia lain atau untuk berbuat jahat biadab Agama Islam Indonesia ,juga bisa disimpulkan sbagai pelajaran keseharian bagi semua orang mengekploitasi manusia untuk secara masal melestarikan kedunguan dan kebencian dengan mengajak ikutan membenci manusia lain atau untuk berbuat jahat biadab agama islam indonesia ,"['juga', 'bisa', 'disimpulkan', 'sbagai', 'pelajaran', 'keseharian', 'bagi', 'semua', 'orang', 'mengekploitasi', 'manusia', 'untuk', 'secara', 'masal', 'melestarikan', 'kedunguan', 'dan', 'kebencian', 'dengan', 'mengajak', 'ikutan', 'membenci', 'manusia', 'lain', 'atau', 'untuk', 'berbuat', 'jahat', 'biadab', 'agama', 'islam', 'indonesia']","['disimpulkan', 'sbagai', 'pelajaran', 'keseharian', 'orang', 'mengekploitasi', 'manusia', 'masal', 'melestarikan', 'kedunguan', 'kebencian', 'mengajak', 'ikutan', 'membenci', 'manusia', 'berbuat', 'jahat', 'biadab', 'agama', 'islam', 'indonesia']","['disimpulkan', 'sbagai', 'pelajaran', 'keseharian', 'orang', 'mengekploitasi', 'manusia', 'masal', 'melestarikan', 'kedunguan', 'kebencian', 'mengajak', 'ikutan', 'membenc', 'manusia', 'berbuat', 'jahat', 'biadab', 'agama', 'islam', 'indonesia']",disimpulkan sbagai pelajaran keseharian orang mengekploitasi manusia masal melestarikan kedunguan kebencian mengajak ikutan membenc manusia berbuat jahat biadab agama islam indonesia
@Salwan_Momika1 Umat biadab ngemis suaka di negara kafir lari dari negara yg menggunakan syariat Islam sebagai hukum malah bikin kacau di negara orang dasar biadab kalian @Froyo64 @stafsuscolonial @catz_nada2 @MuslihImap63 @Capuchihome,Negatif, Umat biadab ngemis suaka di negara kafir lari dari negara yg menggunakan syariat Islam sebagai hukum malah bikin kacau di negara orang dasar biadab kalian     , umat biadab ngemis suaka di negara kafir lari dari negara yg menggunakan syariat islam sebagai hukum malah bikin kacau di negara orang dasar biadab kalian     ,"['umat', 'biadab', 'ngemis', 'suaka', 'di', 'negara', 'kafir', 'lari', 'dari', 'negara', 'yg', 'menggunakan', 'syariat', 'islam', 'sebagai', 'hukum', 'malah', 'bikin', 'kacau', 'di', 'negara', 'orang', 'dasar', 'biadab', 'kalian']","['umat', 'biadab', 'ngemis', 'suaka', 'negara', 'kafir', 'lari', 'negara', 'yg', 'syariat', 'islam', 'hukum', 'bikin', 'kacau', 'negara', 'orang', 'dasar', 'biadab']","['umat', 'biadab', 'ngemi', 'suaka', 'negara', 'kafir', 'lari', 'negara', 'yg', 'syariat', 'islam', 'hukum', 'bikin', 'kacau', 'negara', 'orang', 'dasar', 'biadab']",umat biadab ngemi suaka negara kafir lari negara yg syariat islam hukum bikin kacau negara orang dasar biadab
@ProfOnline_id Makanya kau belajar sejarah jng asik pamer peler aja. Abad ke 7 spanyol mayoritas islam. Negara yg makmur dan terbuka utk siapa sj. Kristen sbgai imigran datang dan beranak pinak. Thn 1492 kristen membantai semua org yg tdk ikut agama biadab tsbt. https://t.co/UgNxGXccKt.,Positif, Makanya kau belajar sejarah jng asik pamer peler aja Abad ke  spanyol mayoritas islam Negara yg makmur dan terbuka utk siapa sj Kristen sbgai imigran datang dan beranak pinak Thn  kristen membantai semua org yg tdk ikut agama biadab tsbt , makanya kau belajar sejarah jng asik pamer peler aja abad ke  spanyol mayoritas islam negara yg makmur dan terbuka utk siapa sj kristen sbgai imigran datang dan beranak pinak thn  kristen membantai semua org yg tdk ikut agama biadab tsbt ,"['makanya', 'kau', 'belajar', 'sejarah', 'jng', 'asik', 'pamer', 'peler', 'aja', 'abad', 'ke', 'spanyol', 'mayoritas', 'islam', 'negara', 'yg', 'makmur', 'dan', 'terbuka', 'utk', 'siapa', 'sj', 'kristen', 'sbgai', 'imigran', 'datang', 'dan', 'beranak', 'pinak', 'thn', 'kristen', 'membantai', 'semua', 'org', 'yg', 'tdk', 'ikut', 'agama', 'biadab', 'tsbt']","['kau', 'belajar', 'sejarah', 'jng', 'asik', 'pamer', 'peler', 'aja', 'abad', 'spanyol', 'mayoritas', 'islam', 'negara', 'yg', 'makmur', 'terbuka', 'utk', 'sj', 'kristen', 'sbgai', 'imigran', 'beranak', 'pinak', 'thn', 'kristen', 'membantai', 'org', 'yg', 'tdk', 'agama', 'biadab', 'tsbt']","['kau', 'belajar', 'sejarah', 'jng', 'asik', 'pamer', 'peler', 'aja', 'abad', 'spanyol', 'mayorita', 'islam', 'negara', 'yg', 'makmur', 'terbuka', 'utk', 'sj', 'kristen', 'sbgai', 'imigran', 'beranak', 'pinak', 'thn', 'kristen', 'membantai', 'org', 'yg', 'tdk', 'agama', 'biadab', 'tsbt']",kau belajar sejarah jng asik pamer peler aja abad spanyol mayorita islam negara yg makmur terbuka utk sj kristen sbgai imigran beranak pinak thn kristen membantai org yg tdk agama biadab tsbt
@stafsuscolonial @Greschinove @Kappa_2023 @__anomali__ @Juragann_muda2 @ajegilelu1 @Marnischaniago2 @catz_nada2 @MuslihImap63 @PramudiaRe71883 @AnakBalang_0705 @hlh_kntl @Froyo64 @JokoPintar2 @Capuchihome @johnhomebapa @imamDouma @anu318725175311 @fmn99_gaming @alfatih212426 @HabanglaliK @ridho45916919 @FruitLover2345 @Bad_Follow_SHIA @eeh_ito @b_a_p_a_k_k_u @Markk12_29 @Uncle__Holland @JhontalJk @antikadrunmuna @ricardo_bobby @anarchyhumanist @KatzNada3 @abu_hurahura @dimas2_P @Valhallaah @dimas1286478285 @Karsono12732862 @PekanbaruRyu Yaelaaahhh lonte berjilbab Widia ini tolol ya gak nyambung temen biadab elu bilang cuma Islam KTP yg homo berarti Mardani Ali Sera Islam KTP ya padahal dia rajin sholat 5 waktu puasa gak pernah bolong masih dibilang Islam KTP nah elu lonte berjilbab Widia tiba2 komen goblok,Negatif,                                       Yaelaaahhh lonte berjilbab Widia ini tolol ya gak nyambung temen biadab elu bilang cuma Islam KTP yg homo berarti Mardani Ali Sera Islam KTP ya padahal dia rajin sholat  waktu puasa gak pernah bolong masih dibilang Islam KTP nah elu lonte berjilbab Widia tiba komen goblok,                                       yaelaaahhh lonte berjilbab widia ini tolol ya gak nyambung temen biadab elu bilang cuma islam ktp yg homo berarti mardani ali sera islam ktp ya padahal dia rajin sholat  waktu puasa gak pernah bolong masih dibilang islam ktp nah elu lonte berjilbab widia tiba komen goblok,"['yaelaaahhh', 'lonte', 'berjilbab', 'widia', 'ini', 'tolol', 'ya', 'gak', 'nyambung', 'temen', 'biadab', 'elu', 'bilang', 'cuma', 'islam', 'ktp', 'yg', 'homo', 'berarti', 'mardani', 'ali', 'sera', 'islam', 'ktp', 'ya', 'padahal', 'dia', 'rajin', 'sholat', 'waktu', 'puasa', 'gak', 'pernah', 'bolong', 'masih', 'dibilang', 'islam', 'ktp', 'nah', 'elu', 'lonte', 'berjilbab', 'widia', 'tiba', 'komen', 'goblok']","['yaelaaahhh', 'lonte', 'berjilbab', 'widia', 'tolol', 'ya', 'gak', 'nyambung', 'temen', 'biadab', 'elu', 'bilang', 'islam', 'ktp', 'yg', 'homo', 'mardani', 'ali', 'sera', 'islam', 'ktp', 'ya', 'rajin', 'sholat', 'puasa', 'gak', 'bolong', 'dibilang', 'islam', 'ktp', 'elu', 'lonte', 'berjilbab', 'widia', 'komen', 'goblok']","['yaelaaahhh', 'lont', 'berjilbab', 'widia', 'tolol', 'ya', 'gak', 'nyambung', 'temen', 'biadab', 'elu', 'bilang', 'islam', 'ktp', 'yg', 'homo', 'mardani', 'ali', 'sera', 'islam', 'ktp', 'ya', 'rajin', 'sholat', 'puasa', 'gak', 'bolong', 'dibilang', 'islam', 'ktp', 'elu', 'lont', 'berjilbab', 'widia', 'komen', 'goblok']",yaelaaahhh lont berjilbab widia tolol ya gak nyambung temen biadab elu bilang islam ktp yg homo mardani ali sera islam ktp ya rajin sholat puasa gak bolong dibilang islam ktp elu lont berjilbab widia komen goblok
@incognito_grey @ajegilelu1 @Marnischaniago2 @catz_nada2 @MuslihImap63 @stafsuscolonial @PramudiaRe71883 @AnakBalang_0705 @hlh_kntl @Froyo64 @JokoPintar2 @Juragann_muda2 @Capuchihome @Greschinove @johnhomebapa @imamDouma @anu318725175311 @fmn99_gaming @__anomali__ @Kappa_2023 @alfatih212426 @HabanglaliK @FruitLover2345 @Bad_Follow_SHIA @eeh_ito @b_a_p_a_k_k_u @Markk12_29 @Uncle__Holland @JhontalJk @antikadrunmuna @ricardo_bobby @anarchyhumanist @KatzNada3 @abu_hurahura @dimas2_P @Valhallaah @dimas1286478285 @Karsono12732862 @PekanbaruRyu Goblok loe @incognito_grey Kalau cuma tulisan tapi gak tau akar permasalahan konflik utk apa loe tampilkan realitasnya umat islam yg banyak jadi korban. Di india &amp; palestina umat islam justru banyak jadi korban &amp; juga ditempat lainnya. Memang BIADAB otakloe @incognito_grey,Negatif,                                       Goblok loe  Kalau cuma tulisan tapi gak tau akar permasalahan konflik utk apa loe tampilkan realitasnya umat islam yg banyak jadi korban Di india amp palestina umat islam justru banyak jadi korban amp juga ditempat lainnya Memang BIADAB otakloe ,                                       goblok loe  kalau cuma tulisan tapi gak tau akar permasalahan konflik utk apa loe tampilkan realitasnya umat islam yg banyak jadi korban di india amp palestina umat islam justru banyak jadi korban amp juga ditempat lainnya memang biadab otakloe ,"['goblok', 'loe', 'kalau', 'cuma', 'tulisan', 'tapi', 'gak', 'tau', 'akar', 'permasalahan', 'konflik', 'utk', 'apa', 'loe', 'tampilkan', 'realitasnya', 'umat', 'islam', 'yg', 'banyak', 'jadi', 'korban', 'di', 'india', 'amp', 'palestina', 'umat', 'islam', 'justru', 'banyak', 'jadi', 'korban', 'amp', 'juga', 'ditempat', 'lainnya', 'memang', 'biadab', 'otakloe']","['goblok', 'loe', 'tulisan', 'gak', 'tau', 'akar', 'permasalahan', 'konflik', 'utk', 'loe', 'tampilkan', 'realitasnya', 'umat', 'islam', 'yg', 'korban', 'india', 'amp', 'palestina', 'umat', 'islam', 'korban', 'amp', 'ditempat', 'biadab', 'otakloe']","['goblok', 'loe', 'tulisan', 'gak', 'tau', 'akar', 'permasalahan', 'konflik', 'utk', 'loe', 'tampilkan', 'realitasnya', 'umat', 'islam', 'yg', 'korban', 'india', 'amp', 'palestina', 'umat', 'islam', 'korban', 'amp', 'ditempat', 'biadab', 'otaklo']",goblok loe tulisan gak tau akar permasalahan konflik utk loe tampilkan realitasnya umat islam yg korban india amp palestina umat islam korban amp ditempat biadab otaklo
@abdulah_ibnkalb @Ekososbudhamkam @LoudMinorities mereka juga bunuh orang islam perkosa orang islam. pointnya berarti bukan masalah agama. emang organisasinya aja biadab,Negatif,   mereka juga bunuh orang islam perkosa orang islam pointnya berarti bukan masalah agama emang organisasinya aja biadab,   mereka juga bunuh orang islam perkosa orang islam pointnya berarti bukan masalah agama emang organisasinya aja biadab,"['mereka', 'juga', 'bunuh', 'orang', 'islam', 'perkosa', 'orang', 'islam', 'pointnya', 'berarti', 'bukan', 'masalah', 'agama', 'emang', 'organisasinya', 'aja', 'biadab']","['bunuh', 'orang', 'islam', 'perkosa', 'orang', 'islam', 'pointnya', 'agama', 'emang', 'organisasinya', 'aja', 'biadab']","['bunuh', 'orang', 'islam', 'perkosa', 'orang', 'islam', 'pointnya', 'agama', 'emang', 'organisasinya', 'aja', 'biadab']",bunuh orang islam perkosa orang islam pointnya agama emang organisasinya aja biadab
@alfatih212426 Yg harus kita serang itu muslim munafik yg sok toleransi dgn zipes laknat pembela Israel jika saja tak ada muslim munafik yg sok tolerin dgn zipes laknat tentu kita tak akan liat kalimat2 biadab dari zipes laknat yg menghujat Islam dgn kebencian yg mendalam.sadarlah hai munafik.,Negatif, Yg harus kita serang itu muslim munafik yg sok toleransi dgn zipes laknat pembela Israel jika saja tak ada muslim munafik yg sok tolerin dgn zipes laknat tentu kita tak akan liat kalimat biadab dari zipes laknat yg menghujat Islam dgn kebencian yg mendalamsadarlah hai munafik, yg harus kita serang itu muslim munafik yg sok toleransi dgn zipes laknat pembela israel jika saja tak ada muslim munafik yg sok tolerin dgn zipes laknat tentu kita tak akan liat kalimat biadab dari zipes laknat yg menghujat islam dgn kebencian yg mendalamsadarlah hai munafik,"['yg', 'harus', 'kita', 'serang', 'itu', 'muslim', 'munafik', 'yg', 'sok', 'toleransi', 'dgn', 'zipes', 'laknat', 'pembela', 'israel', 'jika', 'saja', 'tak', 'ada', 'muslim', 'munafik', 'yg', 'sok', 'tolerin', 'dgn', 'zipes', 'laknat', 'tentu', 'kita', 'tak', 'akan', 'liat', 'kalimat', 'biadab', 'dari', 'zipes', 'laknat', 'yg', 'menghujat', 'islam', 'dgn', 'kebencian', 'yg', 'mendalamsadarlah', 'hai', 'munafik']","['yg', 'serang', 'muslim', 'munafik', 'yg', 'sok', 'toleransi', 'dgn', 'zipes', 'laknat', 'pembela', 'israel', 'muslim', 'munafik', 'yg', 'sok', 'tolerin', 'dgn', 'zipes', 'laknat', 'liat', 'kalimat', 'biadab', 'zipes', 'laknat', 'yg', 'menghujat', 'islam', 'dgn', 'kebencian', 'yg', 'mendalamsadarlah', 'hai', 'munafik']","['yg', 'serang', 'muslim', 'munafik', 'yg', 'sok', 'toleransi', 'dgn', 'zipe', 'laknat', 'pembela', 'israel', 'muslim', 'munafik', 'yg', 'sok', 'tolerin', 'dgn', 'zipe', 'laknat', 'liat', 'kalimat', 'biadab', 'zipe', 'laknat', 'yg', 'menghujat', 'islam', 'dgn', 'kebencian', 'yg', 'mendalamsadarlah', 'hai', 'munafik']",yg serang muslim munafik yg sok toleransi dgn zipe laknat pembela israel muslim munafik yg sok tolerin dgn zipe laknat liat kalimat biadab zipe laknat yg menghujat islam dgn kebencian yg mendalamsadarlah hai munafik
@Tita83079013 @YaqutCQoumas cuma yang menyimpang dari ajaran islam aj Ta...biasa aj Ta koq ngeri....ngeri mah korban kebiadaban NaziIsrael Ta...biadab banget...bayi2 Palestina di bomin....emang pengecut NaziIsrael itu....,Negatif,  cuma yang menyimpang dari ajaran islam aj Tabiasa aj Ta koq ngeringeri mah korban kebiadaban NaziIsrael Tabiadab bangetbayi Palestina di bominemang pengecut NaziIsrael itu,  cuma yang menyimpang dari ajaran islam aj tabiasa aj ta koq ngeringeri mah korban kebiadaban naziisrael tabiadab bangetbayi palestina di bominemang pengecut naziisrael itu,"['cuma', 'yang', 'menyimpang', 'dari', 'ajaran', 'islam', 'aj', 'tabiasa', 'aj', 'ta', 'koq', 'ngeringeri', 'mah', 'korban', 'kebiadaban', 'naziisrael', 'tabiadab', 'bangetbayi', 'palestina', 'di', 'bominemang', 'pengecut', 'naziisrael', 'itu']","['menyimpang', 'ajaran', 'islam', 'aj', 'tabiasa', 'aj', 'ta', 'koq', 'ngeringeri', 'mah', 'korban', 'kebiadaban', 'naziisrael', 'tabiadab', 'bangetbayi', 'palestina', 'bominemang', 'pengecut', 'naziisrael']","['menyimpang', 'ajaran', 'islam', 'aj', 'tabiasa', 'aj', 'ta', 'koq', 'ngeringeri', 'mah', 'korban', 'kebiadaban', 'naziisrael', 'tabiadab', 'bangetbayi', 'palestina', 'bominemang', 'pengecut', 'naziisrael']",menyimpang ajaran islam aj tabiasa aj ta koq ngeringeri mah korban kebiadaban naziisrael tabiadab bangetbayi palestina bominemang pengecut naziisrael
@tjshinchang @SamMono74835 @talangijoo Gue lagi bahas nabi gue doy bukan masalah pengurus pesantren yang biadab mnzinahi anak orang berkedok nikah padahl tnp restu bapaknya si anak it pernikahannya tak sah dalam islam,Negatif,   Gue lagi bahas nabi gue doy bukan masalah pengurus pesantren yang biadab mnzinahi anak orang berkedok nikah padahl tnp restu bapaknya si anak it pernikahannya tak sah dalam islam,   gue lagi bahas nabi gue doy bukan masalah pengurus pesantren yang biadab mnzinahi anak orang berkedok nikah padahl tnp restu bapaknya si anak it pernikahannya tak sah dalam islam,"['gue', 'lagi', 'bahas', 'nabi', 'gue', 'doy', 'bukan', 'masalah', 'pengurus', 'pesantren', 'yang', 'biadab', 'mnzinahi', 'anak', 'orang', 'berkedok', 'nikah', 'padahl', 'tnp', 'restu', 'bapaknya', 'si', 'anak', 'it', 'pernikahannya', 'tak', 'sah', 'dalam', 'islam']","['gue', 'bahas', 'nabi', 'gue', 'doy', 'pengurus', 'pesantren', 'biadab', 'mnzinahi', 'anak', 'orang', 'berkedok', 'nikah', 'padahl', 'tnp', 'restu', 'bapaknya', 'si', 'anak', 'it', 'pernikahannya', 'sah', 'islam']","['gue', 'baha', 'nabi', 'gue', 'doy', 'penguru', 'pesantren', 'biadab', 'mnzinahi', 'anak', 'orang', 'berkedok', 'nikah', 'padahl', 'tnp', 'restu', 'bapaknya', 'si', 'anak', 'it', 'pernikahannya', 'sah', 'islam']",gue baha nabi gue doy penguru pesantren biadab mnzinahi anak orang berkedok nikah padahl tnp restu bapaknya si anak it pernikahannya sah islam
Kita Umat Islam itu mencintai para Nabi-Nabi yang Allah utus untuk bani israel juga karena mereka kita anggap saudara sesama muslim juga kita benci yahudi dan zionis biadab yang bunuh orang-orang beriman(Islam) palestina,Positif,Kita Umat Islam itu mencintai para NabiNabi yang Allah utus untuk bani israel juga karena mereka kita anggap saudara sesama muslim juga kita benci yahudi dan zionis biadab yang bunuh orangorang berimanIslam palestina,kita umat islam itu mencintai para nabinabi yang allah utus untuk bani israel juga karena mereka kita anggap saudara sesama muslim juga kita benci yahudi dan zionis biadab yang bunuh orangorang berimanislam palestina,"['kita', 'umat', 'islam', 'itu', 'mencintai', 'para', 'nabinabi', 'yang', 'allah', 'utus', 'untuk', 'bani', 'israel', 'juga', 'karena', 'mereka', 'kita', 'anggap', 'saudara', 'sesama', 'muslim', 'juga', 'kita', 'benci', 'yahudi', 'dan', 'zionis', 'biadab', 'yang', 'bunuh', 'orangorang', 'berimanislam', 'palestina']","['umat', 'islam', 'mencintai', 'nabinabi', 'allah', 'utus', 'bani', 'israel', 'anggap', 'saudara', 'muslim', 'benci', 'yahudi', 'zionis', 'biadab', 'bunuh', 'orangorang', 'berimanislam', 'palestina']","['umat', 'islam', 'mencintai', 'nabinabi', 'allah', 'utu', 'bani', 'israel', 'anggap', 'saudara', 'muslim', 'benci', 'yahudi', 'zioni', 'biadab', 'bunuh', 'orangorang', 'berimanislam', 'palestina']",umat islam mencintai nabinabi allah utu bani israel anggap saudara muslim benci yahudi zioni biadab bunuh orangorang berimanislam palestina
