processed_text,kelas
gu dur aja blg umat islam dlang dibalik tragedi bom gereja bomnya bentuk kyk yg dimiliki polisi jdi stigma islam terori mengakar kuat otak sbgian nganu shingga nganu radik muslim menlk pembangunan masjid muhammadiyah,Negatif
muslim countri apanya tot sharia law aja ga diterapkan islam kaffah radikalwahabi islaman klenik hasil sinkritism hindubuddha berak,Negatif
berlaku loe kawan kawan terpal islam loe rasi nya gak ketulungan,Negatif
tuduhan pembenc syaikul islam ibnu taimiyyah yg fatwanya radik sadi sesat amp menyesatkan amp suka mengkafirkan,Negatif
duit darimana islam abangan narsistik suka cari hibah bayaran kelompok berjuang duit islam moderat dana hibah tambang ratusan miliar apbn islam radik dana timteng saudi qatar,Negatif
gue male jg nanggepin org tp as a muslim gue ga nyaman u guy indirectli said that islam agama radik ive said mani time lu pd ape ga org ape ketemu islam dgn,Negatif
pleas stopp bilang auranya maghrib maghrib tp isya like becandaan lu ga lucu dgn ngejek ibadah islammungkin agamu lu rasi orang lu sehat,Negatif
orang melayuislam bersih halal mainli sbb sbb benda tu halal pemikiran rasi tebal x pikir halal ni bersih xde bahan haram dimasak muslim,Negatif
pastinya israel memenangkan perang menciptakan perdamaian dunia menghabisi orma islam radik,Negatif
buruk qatar mendukung taliban malaysia rasi non melayu amp islam oman yg dukung isreal maladewa yg gk bener menghapuskan perbudakan,Negatif
dinegara zipe penjilat pantat israel beba membacot jka dimalaysia udah dipersekusi zipe bangsat hran liat ketololan segelintir muslim munafik yg sok toleransipdah orang yg mreka tolerin pembenc islam yg jka mayorira lbih biadab dri israel,Negatif
apapun sebutannya kelompokkelompok radik keagamaan islam dilarang nkri jelasjela mengakui pancasila uud,Positif
rasulullah saw specif pesan umat islam hina ibubapa orang ni benci ajaran rasulullah saw so mmg pelik la nonstop nak hina mak orang jugak debit takp nak biadab rasulullah saw,Negatif
heh nyadarrr kau tu kristen radik indonesia kau camkan ketikan ku palestin saudara seperjuangan mati umat islam jdi kau menghina palestinakau baca sejarah yaa kaum oten kaya kau tu kanker indonesia,Negatif
play victim blame victim islam biadab jihad menaklukkan indonesia orang dituduh,Negatif
ahok bener sih gw takut kader yg islam radik kyk ani,Negatif
khyo kentot ex liver geleuh ajg oo kalo orang rasi gaboleh kalo orang kristen yg rasi orang hindu orang islam gaboleh nunjuk tindakan nya gitu kebanyakan dimakan teori leftist lu sister pake aja bendera warna warni bio lu,Negatif
spesifik nder terori radik bkn golongan islam toleran rahmah nusantara islam posmo dll proporsi demografi agama sospolekon abaikan lngsung sj foku islam tradision islam timur yg kaku galak marah,Negatif
pendapat agama kepercayaan yg yg menimbulkan paham radik intoleransi adlh islam mhn koreksi kl salah tp dgn data ya cth kt jihad membela agama beragam tafsirnya keluarga rela berkorban nyawa tafsirannya,Negatif
wkwkwkwk peyeopong israel buta hati lo ngak islam merasakan sakit warga palestina orang wara peyopong agama radik goblok goblok,Negatif
astaga finishlah eropa gara muslim biarkan berkembang negara bodoh,Negatif
terbukti jeng tita yg destroy islam org islam sndr yg bajingan bangsat dajjal primitif barbar biadab bringa brutal krn mmg fakta mental manusiani sm org minang pemabok arab pemabok palestina pemabok agm candu racun terori dunia,Negatif
penggunaan benderabendera tauhid bukubuku islam bukti indikasi terorism diamini kepolisian akarnya islamophobia menolak keberadaan kelompok radik persepsi atribut muslim masyarakat cenderung negatif,Negatif
bayi terori cilik sasaran bom israel memusnahkan kelompok terori radik islam hama,Negatif
jualan agama islam moderat radik getol menipu masyarakat,Negatif
kkkoooonnnttttoooolll ayoklah umat islam ratakan israell biadab,Positif
islamophobia sy keberhasilan agenda adu domba pengrusakan citra agama islam disadari bertujuan mengkerdilkan agama diakui tdk islam yg radik melawan perbuatan setan contohnya lgbt zina,Negatif
israel berniat genosida palestina ulama radik islam palestina menetapkan citacita genosida israel taqiyah ngele ent,Negatif
iya islam gak ngusir kaum kafir lu gak maju sih,Positif
bedanya orang kafir sm orang islam kafir tdk empati bl terjd musibah tp orang islam hati dlm musibah terjd biarpun yg dpt musibah orang kafir psti dibantu ditolong dsr kmkafir biadab keturunanmu,Positif
putin aparat rusia menindak terori islam radik menyrang mengacaukan warga sipil rusia putin anti islam islamofobia,Positif
lhah islam sok tau islam yg jalanin situ yg maksa perkara bayi urusan yaman ya biar yaman berurusan tuhan ny rasi yahudi israel kele noh org yahudi pd prote ttg genosida,Negatif
heran isi dibilang islam suka serang rusia amerika sekutunya putin bela islam fitnahnya kafir amerika yg bilang islam agama radik aja udah jl isi islam pasukan munafikun bentukan amerika cs,Negatif
manusia problematik riwayat nya aja buzzer terbukti kali bikin konten fitnah hoax biang keladi rasi rohingya pro isriwil ngaku pendakwah sebenernya pengen ngerusak islam aja,Negatif
agama kresten yg suka ngurusi agama islam memojokkan mengolok olok islam melawan dikatain radik terori agama yg licik selicik paulu rasul palsu,Negatif
coba cermati amp elaborasi kalimat si abu goblok yg tertampak cenderung saraf pendukung palestina bensr biadab ya sesuai faktanya pemerintah nkri amp umat islam indonesia mendukung sepenuhnya perjuangan kemerdekaan palestina,Positif
ngaku sorangan mengaku sendiriblm lg yg islam kejam radikalmo yg bikin biang kerok jutaan manusia mati terbunuh musnah akibat pd i pd agama ya,Negatif
wowkwkwkwk islam radik nih orang ngehina tuhan orang dihina demo mona,Negatif
ajar pejabt mafia biadab setn perusak negara allah pemuda islam siapkan kau senjata panggilan jihad lawan allahhu akbar kejar pelaku k em li mapuluh,Negatif
islam mengajarkn cari ilmu membaca trmasuk menghilangkan monarki konservatism pembaharuan yg radik konservatism skarang mengungkung prmpuan mndukung absolutism khilafah mengagungkan hafalan alia jaman jahiliyah,Negatif
ajaran mu radik khawarij mengkafirkan muslim yg bersyahadat yg mengamalkan rukun islam rukun iman akibat konsep tritungg mu ya wajar dihalangi krn menjauhi radikalism yg bilang,Negatif
bkn bali nya yg jelek bagu bgt emng bkin jtuh cinta klo diinget inget smua ttng budaya vibe bali tpi warloknya yg slalu mendewakan lbih bule dripd org lokal dlm apapun rasi jg kdang minorita agama yg bali trutama islam yg dri jawa,Negatif
lahmasa sih tolak dibilang intoleran n radik lagikoq istiql sihmo sih luuuh ta ngga wara si oooh yaapemb islam siihislam luuuh salah aja tatapi islam ngga hancur ta freepalestinefromnaziisraelnow,Negatif
kalo udah jd gay gausah jd islam radik smua ambil,Negatif
gue setuju banget seanjingnya radik puritan islam oposisi ga pegang kendali ideolog bertentangan dg gue ga ngegerogotin duit gue kalo kritik menjabat melanggengkan dinasti jawir but again,Negatif
sih mah islam radik doank,Negatif
sete kepentingan yg bodoh bela palestina propaganda free palestina kampany penguasaan dunia islam radik indonesia terjajah budaya nusantara hilang untung cepat sadar,Negatif
lo islam radik udah bagu sih dirasisin jepang ngerusak budaya bikin kuburan aja maksa teriakteriak rasi mati yh pulang negara lo aja kubur aja,Negatif
vankeazzu biadab israel laknatullah go to hell setan pemimpin islam buta mata hatinya dsr vank,Negatif
koq maaf umat islamben koq islam ye kafir noklo yng prote kafir yaa wajartp klo yg prote orang islam jugaanehmenurut rasi yakinanislam ye kafir notepuk pramuka ngelunjak bikin gara,Negatif
mental gerombolan monyet emg tukang asbun rasi ya pake play victim hahahaha udh gembok akunnya sake takutnya,Negatif
piy ma wali sampeyan walkot solo orma radik mengataskan agama islam,Negatif
gw belom denger alkohol pemakan babi kalo islam agama fasi agama judgement alkohol babi orang agamanya gak melarang dage vegankecuali yg fanatik kaum doang bener radik,Negatif
buruk attitut budak ni kecik dah diajar baran biadab,Negatif
fyi aja nih ya orang orang radik diken terori memandang nkri negara kafir main bom bom aja kalo umat islam memandang nkri negara islam presidennya islam mayorita islam penduduknya paham,Negatif
dsr manusia kafir bsnya fitnah aja blg aja km ngiri islam gak radik ygradik km yg postingan terori kaum kafir yg postingan jgn percaya berita hoax yg radik umat kafir terori kafir lg meradang otak,Negatif
jir inget smp kocak dah cime bercircl barengnya rohkri aja diajak bareng gak pa bilangnya orang islam rasi gak ngajak main fakmennnnnn fakkkkkk,Negatif
agama islam kadang berpikir perasaan knp muslim ga arab indo aja yg radik klo ajak maju sulit ajak perang perasaan kisah nabi yg gua baca ga tu sifat sikap yg ekstrim radik kek skrg,Negatif
hehe orang sea yg oknum rasi korsel orang goblok ngasih saran coba googl yoshinori ohsumi autophagi sudut pandang ilmuwan era meanwhil islam alquran ratusan,Negatif
ait parti islam ajaran kafir fitnah rasuah pasbolehbelaka,Negatif
berubah mesjidmesjid majelismaj pengajian radik ayo bubarin,Negatif
si benci ulama umat islam muslim yg jd korban menjabat menjabat klo latihan pendidikan pulisi ceritanya pondok pesantren radik yg intai serbu pulisi,Negatif
lo gambaran islam fanatik radik kayak pakistan orang ngomongin quran langsung ngecap radik nih liat dibilang nervana btw muslim egypt ex muslim,Negatif
anj kurap pn dah kantoi benci ajaran islam amp biadab rasulullah saw la cuba cover kebodohan dgn bebuat soalan,Negatif
ummah rasi islam rasi berselidndung sebalik ungkapan yg langsung dicerminkan tindakan pulak,Positif
biadab terori islam yg menjajah kongo terori belanda yg menjjah indonesia,Negatif
intinya ngefak orang bule asli jawa nama bapti islam rasi gitu,Negatif
kampany intoleran gaungkan kebhinekaan keberagaman toleransi isu yg memojokkan umat islam kritik yg pd kekuasaan dicap kaum radik mensyar i indonesia meraka berpesta dikekuasaan korup,Negatif
gmn akal sehat ent zionist israhel kekerasan pembantaian genoicida dgn biadab ent bilang pro zionist israhel pro kekerasan yg percaya ent dukung israel krn korbannya umat islam palestina,Positif
negara biadab entar dibom negara mayorita muslim koar koar kalo umat islam terori,Negatif
jgn benci syariah liberalsekul kebling pancasila fundamentalisradik sosialiskomuni liberalsekul islam abangan melerang pakai hijab ya islamnya liberalsekul ya abangan sih,Negatif
bismillahinshaallah allah cikgu joo berlaku adil tuan islam kaum parti politik islam mengajar rasi bersatu padu membangun negara inshaallah tuliskan komentar basmallah jauhkan sifat dengki,Positif
indonesia ga butuh zioni butuh ngerusak islam aja,Negatif
membenc agam rasi gue kasitau rasi spesifik genetik gak orang yg ra islam kristen dll,Negatif
rasi ujungnya pahlawan pembela kebenarannya makan sadar muslim islam sadar bodohi nabi palsu muhammad berterima kasih,Negatif
tipuan mu gak berguna zionism sdh akui yahudi bhkan mnyebut zionism ateism terorism islam radik buatan propaganda zioni org yg mnentang zioni cap radik terori anti semit anti yahudi,Negatif
udah nggak berantem agama samawi emang yg radik yahudi kristen islam,Negatif
islam radik ular yg bersembunyi rerumputan islam moderat rerumputan yg bersembunyi dibalik ular,Negatif
ngak mesti hina agama islam cuy agama dibawa bwa cari makan indo kalo ngak suka orng indo ya ngak kerja negara emang rasi tp klu cari makan negara orng kurangi rasisnya kalo athei ngak hina agama orang,Negatif
lu tau ga kafir islam brp,Positif
ga benci palestina benci islam penganut nya org rasi intoleran,Negatif
muhammad nabi islam memenuhi syarat masuk surga islam pengikutnya lelaki muslim radik menjadikan jihad kebanggaan pribadi pelayanan bidadari cantik surga islam,Negatif
manusia mengerti palestina biadab lo anj kemanusiaan agama agama islam aja diaana ad agama nasrani yg basmi israel anj hati dikit napa babiiii,Positif
komen tertolol sejarah menyamakan pemikiran manusia pemikiran radik pemikiran yg mabuk kenyataannya siswa lulusan sekolah islam radik rs aja lulusan sekolah kristen ytta,Negatif
muslim radik berjiwa teror dihadapi debat terbuka inggri minorita masuk menusuk pakai pisau pendebat kristen islam tahan kritik islam runtuh kritik,Negatif
ha fpi hti bubar gerakan terori islam fundamentali jamaah islamiyah dihabisi gerakan islam radik pendukungnya nggak for the god sake be ration,Positif
nya salah si video yt bodoh ngatain orang radik amp yg wahabisiapapun bilang sunah islam sunah yg pake mahzab berlandaskan alquran asalan amp doa orang meningg insyallah doakan biar,Negatif
islam radik yg suka melarang umat beribadah,Negatif
kalo indonesia umat islamnya radik gak agama minorita seh minim hidupnya gak tenang gak bawa bangun gereja susah kalo tau seh persentas susah bangun gereja indonesia lu aja ngetik santai kalo umat islam cont,Negatif
syukuri hijrah masuk islam dipertemukan jalan kebenaran manhaj salaf apalah hijrah masuk islam dipertemukan jalan kesesatan amp kelompok menyimpang liber radik syiah dst,Positif
syariat islam yg muslim idamkan hukum negara anak wedoknya ga sekolah ajaran hukum barbar biadab,Negatif
penduduk dunia sadar islam terori isi usamah bin laden buatan demokrat penduduk dunia benci islam islam radik syiah syiah islam subhanallah,Positif
nya yg salah pemeluk islam spt hukumnya wajib taat dgn peraturan agama yg dianutnya bertolak dgn kaum kafir diluar islam dibilang rasi tolol,Negatif
biadab kejahatan pengasuh pimpinan ponp dikasih hukuman kali lipat hukuman karna merusak islam amp ponp dirusak,Negatif
menciptakan islam radik,Negatif
diindia hindu radik anti islam,Negatif
kristen radik memprovokasi bernarasi buruk umat islam bersahabat orang orang kristen kristen diluar memprovokasi anggap oknum radik,Negatif
niat sariah terjawab menaklukkan negara kafir mengusir kafir islam,Negatif
tru klo antum turun tangan tru orma radik tsb dibubarkan gmn negara islam indonesia ya,Negatif
ga rasi u sure tmn gw dihina hijabnya jemaat aktif d gereja katolik d kota gw udh jd rahasia d perusahaan gede klo lo islam lo g jabatan kecuali kalo lo murtad,Negatif
aja sih kali udah rasi ditambah warga indonesia aja suka rasi parah pake sebutan magrib orang islam sholat jd arah negatif,Negatif
statement yg buruk menandakan ideolog pandang islam yg tidk berkecukupan iman perbaiki dlu wudhu solatmu kawan islam mengajarkan membenc agama manusia kaya yg islam radik,Positif
pilih ani barisan idiot yg menegakkan islam radik,Negatif
next bajingan kalo ga gen babimonyet kafir harbi gen pki gen musyrik radik yg berwatak anti islampros hukum efek jera udah ajar melecehkan martabat kemanusiaan,Negatif
umat beragama islam pemeluknya pemeluknya yg keliatan biadab agamanya jg intinya baiklah dlm berdharma bermasyarakat berbuat perspektif doktrin dogma,Positif
karna agama mu minorita coba agama mu mayorita ya beda cerita rasi tuh lihat negeri barat umat islam intimidasi karna agama minorota sadar tau dikit jgn sok kera,Negatif
viral orang korea selatan rasi indonesia hina islam platform indosarang,Negatif
bani penjajahan wow betapa munafik muslim muslim bodoh fanatikradik denial islam berkembang perang penjajahan amp pembantaian islam bantai islam muslim buta tuli muslim dihajar umat kejahatannya muslim kesetanan,Negatif
sebentar kuwalat ucapan mulutmu yg menghina agama islam rasi,Negatif
lihat pendukung zioni yg makmur drpada pendukung islam biadab wkwkw lbh mendukung israel membasmi terori drpada mendukung palestina sarang terori,Negatif
umat yg terbaik umat dimasa nabi sahabat amp tabiin agama yg rujukan ulama liber sekul amp suu terkait dg istilah radikalamp terori orang bodoh mengkaitkan islam dg terori,Positif
kemana aja rasi gini udah tau facebook semenjak gw share share in penyepong korea gak percaya gw dibulli bulli elu tuh disana dimonyet monyetin islam ditendang tendangin eh budayanya bawa masuk indo emang goblok,Negatif
bertarung biadab patut la umat islam lemah budaya biadab anggap bertarung,Negatif
lha umat islam ratusan juta ratusan juta lho coba lihat india membantai kaum muslimin kristen ambon membantai kaum muslimin sulawesi laskar manguni mbahnya radik,Negatif
ahli islam menerimaampsetuju dg yg terima dinalar fatwa yg kl fatwa ttg tsb ua sih tetep nolak dg dasar ua terken radik rasulullah gaakan mengh,Negatif
kapir biadab pura gk klu gereja diajarin membenc islam,Negatif
bo kurangkuranginlah ginigini opini kaya gini bikin orang noni simpatik islam kesannya kaya arogan banget nggak berbaur banget agama laen difitnah radik intoleran dll gegara orang kaya antum nih,Negatif
kaum bela kaumnya ya dik islam jihad membela agama allah orang yg berupaya membela hawa nafsu kekuasaan kkn radik membela penguasa,Negatif
si gerombolannya pengkhianat kafir membenc islam umat islam apapun lakukannya indonesia hancur kolaborasi jawa putraputri daerah indonesia yg pengkhianat hentikan referendumlepasdarinkri,Negatif
orang islam yg boikot israel keknya gak bangkrut produk israel diboikot agama ra kebangsaan perbuatan biadab,Positif
dijadikan alasan pendapatan negara orang menjadikan alasan orang berpaham sekulism radik menghancurkan pancasila didalamx nilai agama khususx agama islam membolehkan minuman kera,Positif
lucu bat org islam konservatif tolol ngeburn feminism ggr ni orang bilang orang muslim ga jd femini femini radik jir liat aja bionya liter misandrist dah setingkat isi jil kalo muslim liter extremist,Negatif
anakanak warga islam gaza sengaja bantai israel amp as propaganda membasmi terori radik islam menguasai wilayahnya perdamaian dunia internasion,Negatif
leluhur udh rasi tp emg negara sekul yg ga ngijinin atribut keagamaan ditampilin muka ga islam tp agama gt,Negatif
main menggelupur bela budak bodoh markah matematik yg dah suka malukan amp mmg tau malu tu ko bodoh la ni samasama suka biadab islam tu dah dah tengok ko perlekeh sunnah rasulullah saw,Negatif
akun ngaku islam hati hati adu dombabyk bgt akun pro israel yg negara menentang nya bungkarno pro palestin sdh gak layak org hidup nkri kaum radik pembela zionist,Negatif
orang kristen jga dukung palestin tpi sayanganya kena rasi ama orang islam gw liat komen ig ama x wkwkwkwk,Negatif
barat meremehkan imba bom madrid london an menjaga perasaan takut kena label islamofobik hasilnya terorism radik islam eropa,Negatif
ky iranmulanya mrk masuk sbg pendatang menyebarkan faham radik menguasai negara smpe negara islam dgn paganismenya,Negatif
jancukan iki sopo seng biadab awakmu ta ummat muslim indonesia yg rusak yg org islam yg toleran lu biadab anj nih org pakek nama pesantren,Negatif
coba kak liat akun kayak disana kemarahan bernada kasar rasi islam karna islamophobia kelakukan menjijikan muslim,Negatif
allah kog menjaga aturan rasi bro aturan sesuai syariat islam kah bro,Negatif
ko islam jgn suka kaitkan agama islam seumpama dgnnya cuba dengar jelutong layak la kafir nak nasihatkan agama klu orng islam yg keluarkan ayat la label tungang agama,Positif
azab gak allah ttp dtg mengazab yg kafiringkar islam nabi muhammad gak perbedaan makna kmu udh memahami perbedaan grammar bh arab bh indo klo gak paham ya wajar kmu bilang beda,Positif
mendukung tindakan enzo pranci nya rasi islam lihat berita pranci melarang atlet paralimp muslim memakai jilbab aneh sih kalo pranci marah enzo,Negatif
moderat kebanyakan omong kosong serakah banget dana hibah apbn ambisi moderat dikasih duit nggak mengatasi islam radik meng keep radik bargain posit dana apbn,Negatif
wkwkw daerah yg dikaitkan radik karna mreka keknya benci bgt yg berbau islam heran jga pdahal mreka yg ngebenc jga beragama islam bhkan mreka benci yg brbau islam diband benci koruptor,Negatif
kasi tangkap cina rasi hina orang islam ajar,Negatif
setuju manusia yg radik yahudi ortodok islam radik tai anj,Negatif
jujur ya islam kek gini bikin imag islam jelek bgt terkesan ortodok radik,Negatif
adek spupu gw udh maap tpi mlh lanjutin bw tmnnya panjangin nih situ ngomong ajg anjr ama tlol pdhl pake pp islam loh mulutnya kek bukn islam gitu bukn rasi tpi gw smua islam yg gw tmui gk toxic mulutnya,Negatif
hati hati orang islam radik ngehina tuhan agama gue dirisendirinya mahluk hina gay laknatullah,Negatif
umat islam radik nih yg nyebelin maluin lusi islam org bikin ibadah apapun ya terserah ga ngerugiin org ga ganggu ibadah,Positif
kafir istilah alquran silahkan dipakai sesuai aturannya hatihati dipakai melab muslim berbeda pemahaman nadirsyahhosen tolakintoleransi alquran islam crypto,Positif
ngga ustadz biadabsetanpemb islam luuuh,Positif
rasi china anggapannya komuni miskin biadab jepang penjajah jahat biadab taiwan ga komuni sih tpi dinastinya dlu dri china asean negara dunia diktat ga malaysia brunei indonesia islam plingan gtu,Negatif
ucapanmu biadab mewakili islam menjijikkan saudara islam mulutnya busuk kotoran babi,Positif
umat islam lawan kafir takut mati mknya ndak dukung negara damai israel biadab,Negatif
indiayg rasisb islam tunggu malhmah kubrojela pakistan uru,Negatif
gercek islam,Negatif
sekt islam mengembalikan ajaran isa almasih as diubah radik ajaran kristen paulu versi aslinya,Positif
islam gereja tenteng bom utk ngebom gereja dasar agama terrorist biadab,Negatif
lu ngotakin islam nasionalism demo beratribut islam dicap nasionali radik pergerakan hidup selagi menyak nama kebenaran berhak bersuara fuck you edgi,Negatif
agamanya islam ya jahat org ga salah lg minum kopi dipukuli nama palestina biadab,Negatif
pelakunya islam radik yg sngaja onar negara rusia timelin putin berencana menghabisi islam negara rusia,Negatif
nyenggol cinak lu bilangnya rasi nyenggol islam lu anggap wajar gitu,Negatif
islam radik,Negatif
dimana islam mayorita yg kafir aman faktatapi sulit diharapkan kebalikannya,Positif
perhatikan mulutmulut pki waspada umat islam rapatkan barisan orang mumin membantu memecah belah agama suku dn ra mulut pki rasi,Negatif
bener hadist dipakai islam kera radik banget kasih sayang nabi saw orangorang kafir dijamannya sembarangan ngomong yaa lg dibunuh yg eksekusi ga sembarangan orang,Positif
asengas yahudi komuni islam phobia rasi sponsor cukong vc openbo slottogel rentenir narkoba dibasmi faktanya merusak rakyat pelosok nkri sih pancasila uud dikhianati dasar ahyiggg,Negatif
ga ush ngele nyetgerombolan oten maho kyk loe ama emang benci agama islam rasi pa bgt gw maki kalo lg gabut,Negatif
orang kafir merendahkan orang islam ajaran menargetkan orang islam mengenyangkan perutnya,Positif
loh duluan tadzdibiarin ngelunjaksiapa lgi menjaga umat tadz klo bkn orang islam loh klo udh tau jalannyayaa istiqomah aj tadztakut sih frame intoleran radik anti nkri anti pancasilasemua omongan bullsht,Negatif
rasi indonesia ucapan pengingat unsur rasi islam memandang rasism nuonlin,Positif
kelompok salafi wahabi khilafah radik terori sperti mrk menghalalkan ajaran sesat kelompok mrk bsa sebarluaskan indonesia dgn bawa agama islam hadist ayat suci al quran tameng skaligu utk mencari dalil scara asalan,Negatif
emang tujuan konflik stigma islam agama terori kekerasan diselesaikan jalur perang yg gak pahami kondisi ramenya stigma terori agama radik konflik disana reda perang,Negatif
islam rohmatan lillalamin radik,Positif
gelar haji penjajah belanda mengantipasi radik islam melawan penjajah koloni belanda halnya malay gelar haji,Negatif
islam radik sdm rendah gaguna,Negatif
dah menangkan hak kafir bersekongkol dgn puak mcmtu yg mmg kafir harbi kafir zimmi rancak fitnah memfitnah pulak tu giler bhabi melayu munafiq mcmtu islam yg nak tegakkan tataula pelikk tgk ic tuli islam mcm islam,Negatif
langsung digembok mental gerombolan monyet emg tukang asbun rasi dah,Negatif
sadar relasi dgn publik utk agama islam sj tp utk agama kecuali utk agama islam silahkan ajaran agama radik amp intoleran sadar relasi dgn publik memisahkan privat amp publik,Negatif
umat islam jgn terprovokasi islamophobia kresten radik kalangan islam yg tukang jaga gereja,Positif
apapun alasannya dlm islam dilarang membunuh hak hidup pakistan mrk kolot dlm beragama manusia hak sbg warga negara warga dunia diskriminasi rasi yg inggri pmnya keturunan india beragama hindu ga mayorita dn minorita,Negatif
kalo bilang takut dirasisin huana ya gabisa disalahin sisi chindo huana ya samasama sisi rasi kalo chindo islam ya berasa combo aja dirasisin kanan kiri,Negatif
dimana bukti fasilita publik orang yg tdk kerumunan orang taman yg sepi manusia biadab benci dgn islam kebiadaban,Negatif
ya orang jawa yg katolik kristen wajahnya mudah dibedakan yg islam ga doang yg ngerasa berniat rasi stereotip,Positif
prinsipnya wiwi ketimbang sebarisan ma radik islam ya resikonya nrimo kondisi ironisnya kritik oposisi pake standar nirwana dinasti jawir udah bejek standar samp inti bumi yg kritik oposisi jd badut penguasa,Negatif
korut anti islam kristen ortodok aja anti islam radik suka memecah belah agama menjelekkan agama,Negatif
tau gaza nurani kemanusiaan terdoktrin membenc islam membela zioni israel biadab bodoh literasi amp tuna kemanusiaan,Positif
intinya ganti brand islam radik fasi religiu sasar berhubungan islam koq,Negatif
kao gw dukung peranc munafik ga sada klo rasi islam samp larangan atlet pake hijab olimpiad,Negatif
asabri yg tentara aja babla d rejim zakat ama onh ummat islamitu pemaaf sih cap radik aja pasrah,Negatif
prinsip pribadi tipik umat rasi diskriminatif orang islam yg yg ga solat puasa,Negatif
sumber alam keruk negara kapir biadab kapir teriaknya yg biadab umat islam ya ya kapir umat biadab play victim ilmunya kapir,Negatif
akun si toleran anti radikalism plu openmind alia islamophobia yg berbau islam dianggap radik jd hr diberanta,Negatif
pancasila sejalan islam radik sekul suka,Negatif
islam minorita nasibnya beda islam mayorita kafir ditoleransi kafir zipe pembenc islam ditoeransi,Positif
in the end islam syariah pilihan moderat jongo yaman radik jongo arab lemah pendirian mudah terkena propaganda supremasi syariah takut menolak syariah tsb relevan,Negatif
pilpr membuka mata kalo fanatism kelompok anti islam kuat diband fanatism kelompok yg dicap radik uniknya dr ktpnya islam yg hobinya nambang,Negatif
terserlah anj kurap pn mental amp emot unstabl tetiba mak orang dihinanya oh ye la ko benci ajaran islam ko nak umat islam ajaran pa yg utamakan sikap biadab,Negatif
yg namanya kerusakan jihad berjuang tegaknya syariat islam manusia patuh syariat islam yg kafir,Positif
yg radik umat kafirun dgn narasinya yg memecah belah umat beragama contoh km kafir sepertimu yg radik kafir otaknya busuk km hidup gak berdampingan bersm umat islam pindah jgn km tinggal diindonesia gitu aja repot otk kafir dungu,Negatif
ga bgitu jg mrk yg prote makanan non halal perusak islam mrk kaumkelompok sesat bin munafik wahabi salafi khilafah radik terori,Negatif
sekolah smp islam yg guru nya rasi parah murid nya yg biadab gr ortu nya divorc,Negatif
klo jaman ord orang dihipnoti dgn antek komuni orang rela kebebasannya dirampa korupsi merajalela skrg orang dihipnoti dgn islam radik orang rela kebebasannya dirampa korupsi merajalela,Negatif
salah sikap tawassuth yg identik islam moderat hidup dinegara yg majemuk yg tdk berpaham islam radik golonganx yg diranah islam dikatakanx kafir amp tdk berpaham islam liber toleransi yg keblalasan yg ranah aqidah,Negatif
menag yg skrg ga tau krn preman ketua orma yg gmn merusak islam klw ahli dibadangnya dijadiin pemimpin yg ky gini hasilnya hobinya bubarin pengajian yg ga sekolam dibilang radik mend tuh menang belajar bh arab dl menag ga bs bh arab,Negatif
anonim langsung on point frame islam fasi extrimist nggak anonim validasi pernyataan narasi agama pa terpojok deh tuh terbukti orangorang radik kekeuh bangat jelekin agama,Negatif
umat biadab ngemi suaka negara kafir lari negara yg syariat islam hukum bikin kacau negara orang dasar biadab,Negatif
rasi china anggapannya komuni miskin biadab jepang penjajah jahat biadab taiwan ga komuni sih tpi dinastinya dlu dri china asean negara dunia diktat ga malaysia brunei indonesia islam plingan gtu,Positif
umat islam mencintai nabinabi allah utu bani israel anggap saudara muslim benci yahudi zioni biadab bunuh orangorang berimanislam palestina,Positif
baca mrk keberatan diselenggarakannya festiv ga aja keberatan non islam ibadah kota mrk makan dilarang ibadah dilarang ckckckc biadab bgt uclim,Negatif
arab islam radik parasit indon habib palsu arab viru merusak budaya bangsa islam radik dimana muslim terori dunia ajaran dungu nama islam merusak otak muslim otak lu,Negatif
kalo islam udah dibilang radik kntol,Negatif
perusahaan bule gk bangun indonesia muslim radik kotupsi tipu,Negatif
orangorang pki pati udah dibantai manusia biadab orma islam tni samp biadab kelakuan,Negatif
agama bagu g agama ngajarin membunuh menjajah ya gimana bnyk oknum kristen islam hindu buhda bikin agama nya sndrian buruk contohnya kek lu bikin agama cantik kristen jelek cr rasi benci agama nonkri,Negatif
